S1,S2,S3,S4,S5
2.9266667,12.09708,9.201115,57.395,14.69368
2.93,10.413641,9.857279,61.188644,15.308156
2.9333334,12.847043,10.231962,61.245567,12.716168
2.9366667,10.402948,11.330786,60.71176,15.145352
2.94,11.790598,9.784789,60.222042,12.378256
2.9433334,11.716106,11.019567,59.76753,15.617166
2.9466667,10.4861965,8.250713,58.16092,15.618132
2.95,12.305624,11.970989,59.789017,15.111206
2.9533334,10.708461,10.016264,57.91471,16.697647
2.9566667,12.737122,8.651134,61.843697,16.57251
2.96,12.659504,11.445621,60.376038,17.294182
2.9633334,11.422593,7.687108,60.429653,15.467588
2.9666667,13.6650505,13.409785,61.951466,15.191922
2.97,14.097334,11.20378,61.04372,17.617535
2.9733334,12.743698,9.3764305,65.25565,14.451289
2.9766667,9.891921,10.270439,62.81204,16.51222
2.98,11.588297,9.716471,60.30554,13.722926
2.9833333,12.401128,10.503705,61.240597,18.486258
2.9866667,11.691103,7.576658,58.194664,15.004812
2.99,12.91829,12.772782,59.549023,17.597015
2.9933333,12.307446,8.331728,60.1117,15.298264
2.9966667,11.621027,13.167567,63.286568,16.554678
3.0,10.485344,8.572512,62.11776,15.073727
3.0033333,10.603607,11.839637,62.95784,18.284922
3.0066667,10.945767,9.125356,61.28999,15.999556
3.01,10.390478,10.285478,61.278694,17.828005
3.0133333,12.392444,10.179367,60.007534,15.41776
3.0166667,11.803046,8.591928,59.40494,15.7568035
3.02,10.047568,11.109836,57.283394,15.760924
3.0233333,12.29212,10.279304,55.06279,16.07625
3.0266666,11.317607,8.940362,56.5883,17.140429
3.03,12.979657,11.655638,56.871624,16.23105
3.0333333,13.792447,7.9325585,57.28644,17.530556
3.0366666,12.93602,13.949676,59.621662,16.45345
3.04,13.341331,10.086079,58.07035,18.115026
3.0433333,12.887645,10.2314625,63.400837,16.988813
3.0466666,13.748147,8.98711,62.75157,17.457468
3.05,13.162058,9.236399,60.78105,16.493961
3.0533333,12.0701,10.988106,59.350983,17.448044
3.0566666,13.149822,10.226292,60.708027,17.389635
3.06,11.828349,9.376967,60.36333,17.656296
3.0633333,13.376098,10.318636,58.481525,17.227476
3.0666666,12.654301,9.584188,58.111023,15.567508
3.07,11.91068,7.930377,58.044846,16.287909
3.0733333,14.299065,11.70897,57.062542,15.821711
3.0766666,12.53272,9.348532,58.612,16.664015
3.08,11.710133,9.306442,61.84936,15.272459
3.0833333,11.906604,9.983717,60.12374,14.681035
3.0866666,12.353983,10.121737,57.402542,15.522666
3.09,12.362651,9.777794,57.090725,14.356238
3.0933332,13.021559,8.372964,58.212025,14.340648
3.0966666,12.028568,10.705534,55.93178,14.337054
3.1,12.668358,6.9956017,56.825764,15.864368
3.1033332,12.881753,15.604836,58.850967,15.628748
3.1066666,13.2428665,8.702234,58.445427,14.776843
3.11,13.612558,12.317252,67.71559,14.527359
3.1133332,11.943682,7.608117,62.75502,14.968848
3.1166666,14.459227,13.821262,65.01215,13.293224
3.12,13.5727415,8.549523,62.422203,14.704476
3.1233332,11.61659,12.093092,65.81495,14.154713
3.1266668,12.266383,8.767026,63.48575,16.57212
3.13,13.716125,11.144475,65.42649,13.969248
3.1333334,11.026866,8.158204,62.613808,15.295084
3.1366668,13.217636,11.484185,63.639923,15.810341
3.14,13.705006,8.963646,63.610954,14.490265
3.1433334,14.020014,11.324114,65.98492,17.005283
3.1466668,11.47211,8.589033,63.662846,16.252523
3.15,13.993006,10.679677,63.571163,17.139788
